genus,code,year,month,web_ID,abundance
Calliopsis,ANCALXXX,2021,9,C5S,1
Caupolicana,COCAUXXX,2020,7,B4S,1
Centris,APCENXXX,2020,5,C1N,1
Centris,APCENXXX,2020,5,C3S,1
Centris,APCENXXX,2020,5,G3N,1
Centris,APCENXXX,2021,4,B4S,1
Colletes,COCOLXXX,2020,5,C2N,1
Colletes,COCOLXXX,2020,6,B2N,2
Colletes,COCOLXXX,2020,6,B3N,2
Colletes,COCOLXXX,2020,6,B4N,4
Colletes,COCOLXXX,2020,6,B4S,2
Colletes,COCOLXXX,2020,6,B5S,1
Colletes,COCOLXXX,2020,8,B4N,2
Colletes,COCOLXXX,2021,5,C3N,2
Colletes,COCOLXXX,2021,5,C4S,1
Colletes,COCOLXXX,2021,5,C5S,1
Diadasia,APDIAXXX,2020,5,B1S,18
Diadasia,APDIAXXX,2020,5,B2N,3
Diadasia,APDIAXXX,2020,5,B2S,97
Diadasia,APDIAXXX,2020,5,B3N,44
Diadasia,APDIAXXX,2020,5,B4S,37
Diadasia,APDIAXXX,2020,5,B5N,2
Diadasia,APDIAXXX,2020,5,B5S,37
Diadasia,APDIAXXX,2020,5,C1N,10
Diadasia,APDIAXXX,2020,5,C2N,10
Diadasia,APDIAXXX,2020,5,C2S,1
Diadasia,APDIAXXX,2020,5,C3N,1
Diadasia,APDIAXXX,2020,5,C3S,39
Diadasia,APDIAXXX,2020,5,C4N,31
Diadasia,APDIAXXX,2020,5,C5N,58
Diadasia,APDIAXXX,2020,5,G1N,6
Diadasia,APDIAXXX,2020,5,G2N,7
Diadasia,APDIAXXX,2020,5,G3S,18
Diadasia,APDIAXXX,2020,5,G4S,2
Diadasia,APDIAXXX,2020,5,G5N,1
Diadasia,APDIAXXX,2020,5,G5S,7
Diadasia,APDIAXXX,2020,6,B1N,1
Diadasia,APDIAXXX,2020,6,B1S,34
Diadasia,APDIAXXX,2020,6,B2N,1
Diadasia,APDIAXXX,2020,6,B2S,66
Diadasia,APDIAXXX,2020,6,B3N,64
Diadasia,APDIAXXX,2020,6,B3S,1
Diadasia,APDIAXXX,2020,6,B4N,1
Diadasia,APDIAXXX,2020,6,B4S,91
Diadasia,APDIAXXX,2020,6,B5S,58
Diadasia,APDIAXXX,2020,6,C1N,43
Diadasia,APDIAXXX,2020,6,C1S,5
Diadasia,APDIAXXX,2020,6,C2N,36
Diadasia,APDIAXXX,2020,6,C2S,1
Diadasia,APDIAXXX,2020,6,C3N,1
Diadasia,APDIAXXX,2020,6,C3S,41
Diadasia,APDIAXXX,2020,6,C4N,36
Diadasia,APDIAXXX,2020,6,C4S,2
Diadasia,APDIAXXX,2020,6,C5N,129
Diadasia,APDIAXXX,2020,6,C5S,1
Diadasia,APDIAXXX,2020,6,G1N,2
Diadasia,APDIAXXX,2020,6,G1S,31
Diadasia,APDIAXXX,2020,6,G2N,36
Diadasia,APDIAXXX,2020,6,G3S,25
Diadasia,APDIAXXX,2020,6,G4N,1
Diadasia,APDIAXXX,2020,6,G4S,51
Diadasia,APDIAXXX,2020,6,G5S,29
Diadasia,APDIAXXX,2020,7,B1S,8
Diadasia,APDIAXXX,2020,7,B2N,1
Diadasia,APDIAXXX,2020,7,B2S,11
Diadasia,APDIAXXX,2020,7,B3N,4
Diadasia,APDIAXXX,2020,7,B4S,12
Diadasia,APDIAXXX,2020,7,B5S,5
Diadasia,APDIAXXX,2020,7,C1N,6
Diadasia,APDIAXXX,2020,7,C1S,1
Diadasia,APDIAXXX,2020,7,C2N,6
Diadasia,APDIAXXX,2020,7,C3N,1
Diadasia,APDIAXXX,2020,7,C3S,3
Diadasia,APDIAXXX,2020,7,C4N,3
Diadasia,APDIAXXX,2020,7,C5N,5
Diadasia,APDIAXXX,2020,7,G1S,2
Diadasia,APDIAXXX,2020,7,G2N,4
Diadasia,APDIAXXX,2020,7,G3S,6
Diadasia,APDIAXXX,2020,7,G4S,6
Diadasia,APDIAXXX,2020,7,G5S,4
Diadasia,APDIAXXX,2020,8,B1S,5
Diadasia,APDIAXXX,2020,8,B2S,4
Diadasia,APDIAXXX,2020,8,B3N,2
Diadasia,APDIAXXX,2020,8,B4S,9
Diadasia,APDIAXXX,2020,8,B5S,6
Diadasia,APDIAXXX,2020,8,C1N,7
Diadasia,APDIAXXX,2020,8,C2N,1
Diadasia,APDIAXXX,2020,8,C2S,1
Diadasia,APDIAXXX,2020,8,C3S,3
Diadasia,APDIAXXX,2020,8,C4N,5
Diadasia,APDIAXXX,2020,8,C5N,8
Diadasia,APDIAXXX,2020,8,G1N,1
Diadasia,APDIAXXX,2020,8,G1S,4
Diadasia,APDIAXXX,2020,8,G3S,1
Diadasia,APDIAXXX,2020,8,G4S,3
Diadasia,APDIAXXX,2020,8,G5S,1
Diadasia,APDIAXXX,2020,9,C1N,1
Diadasia,APDIAXXX,2020,9,G2N,1
Diadasia,APDIAXXX,2021,4,B3S,1
Diadasia,APDIAXXX,2021,5,B4S,2
Diadasia,APDIAXXX,2021,5,B5S,1
Diadasia,APDIAXXX,2021,5,C3S,1
Diadasia,APDIAXXX,2021,5,C4N,1
Diadasia,APDIAXXX,2021,5,C5N,1
Diadasia,APDIAXXX,2021,6,B1S,7
Diadasia,APDIAXXX,2021,6,B2N,1
Diadasia,APDIAXXX,2021,6,B2S,16
Diadasia,APDIAXXX,2021,6,B3N,6
Diadasia,APDIAXXX,2021,6,B3S,1
Diadasia,APDIAXXX,2021,6,B4N,1
Diadasia,APDIAXXX,2021,6,B4S,7
Diadasia,APDIAXXX,2021,6,B5S,4
Diadasia,APDIAXXX,2021,6,C2N,1
Diadasia,APDIAXXX,2021,6,C3S,3
Diadasia,APDIAXXX,2021,6,C4N,1
Diadasia,APDIAXXX,2021,6,C4S,1
Diadasia,APDIAXXX,2021,6,C5N,3
Diadasia,APDIAXXX,2021,6,G1S,2
Diadasia,APDIAXXX,2021,6,G2N,4
Diadasia,APDIAXXX,2021,6,G2S,1
Diadasia,APDIAXXX,2021,6,G3S,2
Diadasia,APDIAXXX,2021,6,G4S,1
Diadasia,APDIAXXX,2021,6,G5N,1
Diadasia,APDIAXXX,2021,6,G5S,2
Diadasia,APDIAXXX,2021,7,B1N,1
Diadasia,APDIAXXX,2021,7,B1S,13
Diadasia,APDIAXXX,2021,7,B2S,28
Diadasia,APDIAXXX,2021,7,B3N,28
Diadasia,APDIAXXX,2021,7,B3S,1
Diadasia,APDIAXXX,2021,7,B4N,1
Diadasia,APDIAXXX,2021,7,B4S,17
Diadasia,APDIAXXX,2021,7,B5S,23
Diadasia,APDIAXXX,2021,7,C1N,6
Diadasia,APDIAXXX,2021,7,C2N,9
Diadasia,APDIAXXX,2021,7,C3S,8
Diadasia,APDIAXXX,2021,7,C4N,10
Diadasia,APDIAXXX,2021,7,C5N,9
Diadasia,APDIAXXX,2021,7,G1S,2
Diadasia,APDIAXXX,2021,7,G2N,4
Diadasia,APDIAXXX,2021,7,G3S,2
Diadasia,APDIAXXX,2021,7,G4S,3
Diadasia,APDIAXXX,2021,7,G5S,5
Diadasia,APDIAXXX,2021,8,B1S,1
Diadasia,APDIAXXX,2021,8,B2S,1
Diadasia,APDIAXXX,2021,8,B3N,1
Diadasia,APDIAXXX,2021,8,B5S,1
Diadasia,APDIAXXX,2021,8,C1N,1
Diadasia,APDIAXXX,2021,8,C4N,1
Diadasia,APDIAXXX,2021,8,C5N,3
Diadasia,APDIAXXX,2021,8,G1N,1
Diadasia,APDIAXXX,2021,8,G1S,1
Diadasia,APDIAXXX,2021,8,G4S,1
Diadasia,APDIAXXX,2021,8,G5S,2
Dioxys,MEDIOXXX,2021,4,C4N,1
Dioxys,MEDIOXXX,2021,4,C5N,1
Dufourea,HADUFXXX,2020,4,B1N,3
Dufourea,HADUFXXX,2020,4,B3S,1
Dufourea,HADUFXXX,2020,4,C2S,1
Dufourea,HADUFXXX,2020,4,C4S,1
Dufourea,HADUFXXX,2020,4,C5S,1
Dufourea,HADUFXXX,2020,4,G2S,1
Eucera,APEUCXXX,2020,3,B2S,13
Eucera,APEUCXXX,2020,3,B5S,2
Eucera,APEUCXXX,2020,3,C3S,1
Eucera,APEUCXXX,2020,3,G2N,3
Eucera,APEUCXXX,2020,3,G3S,1
Eucera,APEUCXXX,2020,3,G4S,2
Eucera,APEUCXXX,2020,3,G5S,2
Eucera,APEUCXXX,2020,4,B2S,86
Eucera,APEUCXXX,2020,4,B5S,1
Eucera,APEUCXXX,2020,4,C3S,1
Eucera,APEUCXXX,2020,4,C4N,1
Eucera,APEUCXXX,2020,4,C5N,3
Eucera,APEUCXXX,2020,4,G1S,14
Eucera,APEUCXXX,2020,4,G2N,8
Eucera,APEUCXXX,2020,4,G3S,19
Eucera,APEUCXXX,2020,4,G4N,2
Eucera,APEUCXXX,2020,4,G4S,1
Eucera,APEUCXXX,2020,5,B2S,2
Eucera,APEUCXXX,2021,3,B1N,4
Eucera,APEUCXXX,2021,3,B1S,16
Eucera,APEUCXXX,2021,3,B2S,18
Eucera,APEUCXXX,2021,3,B3N,11
Eucera,APEUCXXX,2021,3,B3S,3
Eucera,APEUCXXX,2021,3,B4N,4
Eucera,APEUCXXX,2021,3,B4S,19
Eucera,APEUCXXX,2021,3,B5S,45
Eucera,APEUCXXX,2021,3,C1N,5
Eucera,APEUCXXX,2021,3,C1S,2
Eucera,APEUCXXX,2021,3,C2N,6
Eucera,APEUCXXX,2021,3,C2S,3
Eucera,APEUCXXX,2021,3,C3N,4
Eucera,APEUCXXX,2021,3,C3S,9
Eucera,APEUCXXX,2021,3,C4N,9
Eucera,APEUCXXX,2021,3,C4S,2
Eucera,APEUCXXX,2021,3,C5N,4
Eucera,APEUCXXX,2021,3,C5S,1
Eucera,APEUCXXX,2021,3,G1S,4
Eucera,APEUCXXX,2021,3,G2N,5
Eucera,APEUCXXX,2021,3,G3S,8
Eucera,APEUCXXX,2021,3,G4S,3
Eucera,APEUCXXX,2021,3,G5S,1
Eucera,APEUCXXX,2021,4,C1N,1
Habropoda,APHABXXX,2020,4,G1S,1
Halictus,HAHALXXX,2020,5,G2S,1
Halictus,HAHALXXX,2020,6,B2N,1
Halictus,HAHALXXX,2020,6,B4S,1
Halictus,HAHALXXX,2020,7,B1N,4
Halictus,HAHALXXX,2020,7,G1N,1
Halictus,HAHALXXX,2020,10,G2S,1
Halictus,HAHALXXX,2021,3,B1N,1
Halictus,HAHALXXX,2021,3,C1S,1
Halictus,HAHALXXX,2021,3,C2N,1
Halictus,HAHALXXX,2021,3,C2S,3
Halictus,HAHALXXX,2021,3,C3N,1
Halictus,HAHALXXX,2021,3,C3S,1
Halictus,HAHALXXX,2021,3,C4S,2
Halictus,HAHALXXX,2021,3,C5N,3
Halictus,HAHALXXX,2021,3,C5S,2
Halictus,HAHALXXX,2021,3,G1N,1
Halictus,HAHALXXX,2021,3,G1S,1
Halictus,HAHALXXX,2021,3,G2S,1
Halictus,HAHALXXX,2021,3,G3N,1
Halictus,HAHALXXX,2021,3,G4N,3
Halictus,HAHALXXX,2021,3,G4S,1
Halictus,HAHALXXX,2021,3,G5N,4
Halictus,HAHALXXX,2021,3,G5S,2
Halictus,HAHALXXX,2021,4,C3N,1
Halictus,HAHALXXX,2021,6,B1N,1
Halictus,HAHALXXX,2021,10,B5S,1
Halictus,HAHALXXX,2021,10,G3N,1
Hoplitis,MEHOPXXX,2020,4,C3S,1
Hoplitis,MEHOPXXX,2020,5,G4S,1
Hylaeus,COHYLXXX,2021,4,C2N,1
Hylaeus,COHYLXXX,2021,4,C3S,1
Hylaeus,COHYLXXX,2021,4,C4N,2
Hylaeus,COHYLXXX,2021,4,C4S,3
Hylaeus,COHYLXXX,2021,4,C5S,1
Lasioglossum,HALASXXX,2020,3,B1N,4
Lasioglossum,HALASXXX,2020,3,B1S,3
Lasioglossum,HALASXXX,2020,3,B2N,3
Lasioglossum,HALASXXX,2020,3,B2S,2
Lasioglossum,HALASXXX,2020,3,B4N,2
Lasioglossum,HALASXXX,2020,3,B4S,5
Lasioglossum,HALASXXX,2020,3,B5N,1
Lasioglossum,HALASXXX,2020,3,B5S,2
Lasioglossum,HALASXXX,2020,3,C1N,1
Lasioglossum,HALASXXX,2020,3,C1S,2
Lasioglossum,HALASXXX,2020,3,C2N,1
Lasioglossum,HALASXXX,2020,3,C3N,1
Lasioglossum,HALASXXX,2020,3,C3S,2
Lasioglossum,HALASXXX,2020,3,C4N,3
Lasioglossum,HALASXXX,2020,3,C4S,2
Lasioglossum,HALASXXX,2020,3,C5N,1
Lasioglossum,HALASXXX,2020,3,G1N,1
Lasioglossum,HALASXXX,2020,3,G1S,6
Lasioglossum,HALASXXX,2020,3,G2N,4
Lasioglossum,HALASXXX,2020,3,G2S,3
Lasioglossum,HALASXXX,2020,3,G3N,6
Lasioglossum,HALASXXX,2020,3,G3S,1
Lasioglossum,HALASXXX,2020,3,G4N,8
Lasioglossum,HALASXXX,2020,3,G4S,2
Lasioglossum,HALASXXX,2020,3,G5S,3
Lasioglossum,HALASXXX,2020,4,B1N,5
Lasioglossum,HALASXXX,2020,4,B1S,18
Lasioglossum,HALASXXX,2020,4,B2N,4
Lasioglossum,HALASXXX,2020,4,B2S,22
Lasioglossum,HALASXXX,2020,4,B3N,1
Lasioglossum,HALASXXX,2020,4,B3S,3
Lasioglossum,HALASXXX,2020,4,B4N,25
Lasioglossum,HALASXXX,2020,4,B4S,7
Lasioglossum,HALASXXX,2020,4,B5N,3
Lasioglossum,HALASXXX,2020,4,B5S,11
Lasioglossum,HALASXXX,2020,4,C1N,17
Lasioglossum,HALASXXX,2020,4,C2N,55
Lasioglossum,HALASXXX,2020,4,C2S,3
Lasioglossum,HALASXXX,2020,4,C3N,1
Lasioglossum,HALASXXX,2020,4,C3S,13
Lasioglossum,HALASXXX,2020,4,C4N,44
Lasioglossum,HALASXXX,2020,4,C4S,3
Lasioglossum,HALASXXX,2020,4,C5N,12
Lasioglossum,HALASXXX,2020,4,C5S,3
Lasioglossum,HALASXXX,2020,4,G1N,12
Lasioglossum,HALASXXX,2020,4,G1S,114
Lasioglossum,HALASXXX,2020,4,G2N,17
Lasioglossum,HALASXXX,2020,4,G2S,26
Lasioglossum,HALASXXX,2020,4,G3N,9
Lasioglossum,HALASXXX,2020,4,G3S,6
Lasioglossum,HALASXXX,2020,4,G4N,36
Lasioglossum,HALASXXX,2020,4,G4S,54
Lasioglossum,HALASXXX,2020,4,G5N,19
Lasioglossum,HALASXXX,2020,4,G5S,12
Lasioglossum,HALASXXX,2020,5,B1N,17
Lasioglossum,HALASXXX,2020,5,B1S,12
Lasioglossum,HALASXXX,2020,5,B2N,17
Lasioglossum,HALASXXX,2020,5,B2S,52
Lasioglossum,HALASXXX,2020,5,B3N,16
Lasioglossum,HALASXXX,2020,5,B3S,30
Lasioglossum,HALASXXX,2020,5,B4N,20
Lasioglossum,HALASXXX,2020,5,B4S,18
Lasioglossum,HALASXXX,2020,5,B5N,7
Lasioglossum,HALASXXX,2020,5,B5S,31
Lasioglossum,HALASXXX,2020,5,C1N,85
Lasioglossum,HALASXXX,2020,5,C1S,4
Lasioglossum,HALASXXX,2020,5,C2N,80
Lasioglossum,HALASXXX,2020,5,C2S,1
Lasioglossum,HALASXXX,2020,5,C3N,2
Lasioglossum,HALASXXX,2020,5,C3S,52
Lasioglossum,HALASXXX,2020,5,C4N,34
Lasioglossum,HALASXXX,2020,5,C5N,70
Lasioglossum,HALASXXX,2020,5,C5S,12
Lasioglossum,HALASXXX,2020,5,G1N,100
Lasioglossum,HALASXXX,2020,5,G1S,57
Lasioglossum,HALASXXX,2020,5,G2N,76
Lasioglossum,HALASXXX,2020,5,G2S,97
Lasioglossum,HALASXXX,2020,5,G3N,25
Lasioglossum,HALASXXX,2020,5,G3S,145
Lasioglossum,HALASXXX,2020,5,G4N,50
Lasioglossum,HALASXXX,2020,5,G4S,141
Lasioglossum,HALASXXX,2020,5,G5N,25
Lasioglossum,HALASXXX,2020,5,G5S,284
Lasioglossum,HALASXXX,2020,6,B1S,4
Lasioglossum,HALASXXX,2020,6,B2N,4
Lasioglossum,HALASXXX,2020,6,B2S,3
Lasioglossum,HALASXXX,2020,6,B3N,8
Lasioglossum,HALASXXX,2020,6,B3S,3
Lasioglossum,HALASXXX,2020,6,B4N,11
Lasioglossum,HALASXXX,2020,6,B4S,20
Lasioglossum,HALASXXX,2020,6,B5N,4
Lasioglossum,HALASXXX,2020,6,B5S,10
Lasioglossum,HALASXXX,2020,6,C1N,3
Lasioglossum,HALASXXX,2020,6,C1S,3
Lasioglossum,HALASXXX,2020,6,C2N,5
Lasioglossum,HALASXXX,2020,6,C2S,3
Lasioglossum,HALASXXX,2020,6,C3N,1
Lasioglossum,HALASXXX,2020,6,C3S,3
Lasioglossum,HALASXXX,2020,6,C4N,10
Lasioglossum,HALASXXX,2020,6,C4S,2
Lasioglossum,HALASXXX,2020,6,C5N,5
Lasioglossum,HALASXXX,2020,6,C5S,2
Lasioglossum,HALASXXX,2020,6,G1N,5
Lasioglossum,HALASXXX,2020,6,G1S,11
Lasioglossum,HALASXXX,2020,6,G2N,17
Lasioglossum,HALASXXX,2020,6,G2S,11
Lasioglossum,HALASXXX,2020,6,G3N,3
Lasioglossum,HALASXXX,2020,6,G3S,4
Lasioglossum,HALASXXX,2020,6,G4N,4
Lasioglossum,HALASXXX,2020,6,G4S,27
Lasioglossum,HALASXXX,2020,6,G5N,3
Lasioglossum,HALASXXX,2020,6,G5S,17
Lasioglossum,HALASXXX,2020,7,B1N,2
Lasioglossum,HALASXXX,2020,7,B1S,1
Lasioglossum,HALASXXX,2020,7,B2N,1
Lasioglossum,HALASXXX,2020,7,B2S,2
Lasioglossum,HALASXXX,2020,7,B3N,2
Lasioglossum,HALASXXX,2020,7,B4N,9
Lasioglossum,HALASXXX,2020,7,B4S,5
Lasioglossum,HALASXXX,2020,7,B5N,2
Lasioglossum,HALASXXX,2020,7,C1N,1
Lasioglossum,HALASXXX,2020,7,C1S,3
Lasioglossum,HALASXXX,2020,7,C2N,1
Lasioglossum,HALASXXX,2020,7,C2S,2
Lasioglossum,HALASXXX,2020,7,C3N,1
Lasioglossum,HALASXXX,2020,7,C3S,1
Lasioglossum,HALASXXX,2020,7,C4N,2
Lasioglossum,HALASXXX,2020,7,C5N,2
Lasioglossum,HALASXXX,2020,7,G1N,2
Lasioglossum,HALASXXX,2020,7,G1S,2
Lasioglossum,HALASXXX,2020,7,G2S,4
Lasioglossum,HALASXXX,2020,7,G3S,6
Lasioglossum,HALASXXX,2020,7,G4N,2
Lasioglossum,HALASXXX,2020,7,G4S,2
Lasioglossum,HALASXXX,2020,7,G5N,3
Lasioglossum,HALASXXX,2020,7,G5S,4
Lasioglossum,HALASXXX,2020,8,B1N,4
Lasioglossum,HALASXXX,2020,8,B1S,18
Lasioglossum,HALASXXX,2020,8,B2N,6
Lasioglossum,HALASXXX,2020,8,B2S,32
Lasioglossum,HALASXXX,2020,8,B3N,9
Lasioglossum,HALASXXX,2020,8,B3S,4
Lasioglossum,HALASXXX,2020,8,B4N,8
Lasioglossum,HALASXXX,2020,8,B4S,11
Lasioglossum,HALASXXX,2020,8,B5N,4
Lasioglossum,HALASXXX,2020,8,B5S,19
Lasioglossum,HALASXXX,2020,8,C1N,13
Lasioglossum,HALASXXX,2020,8,C1S,5
Lasioglossum,HALASXXX,2020,8,C2N,1
Lasioglossum,HALASXXX,2020,8,C2S,3
Lasioglossum,HALASXXX,2020,8,C3N,6
Lasioglossum,HALASXXX,2020,8,C3S,10
Lasioglossum,HALASXXX,2020,8,C4N,12
Lasioglossum,HALASXXX,2020,8,C4S,6
Lasioglossum,HALASXXX,2020,8,C5N,37
Lasioglossum,HALASXXX,2020,8,G1N,21
Lasioglossum,HALASXXX,2020,8,G1S,9
Lasioglossum,HALASXXX,2020,8,G2N,15
Lasioglossum,HALASXXX,2020,8,G2S,6
Lasioglossum,HALASXXX,2020,8,G3N,17
Lasioglossum,HALASXXX,2020,8,G3S,27
Lasioglossum,HALASXXX,2020,8,G4N,19
Lasioglossum,HALASXXX,2020,8,G4S,16
Lasioglossum,HALASXXX,2020,8,G5N,30
Lasioglossum,HALASXXX,2020,8,G5S,21
Lasioglossum,HALASXXX,2020,9,B1N,6
Lasioglossum,HALASXXX,2020,9,B1S,4
Lasioglossum,HALASXXX,2020,9,B2N,5
Lasioglossum,HALASXXX,2020,9,B2S,9
Lasioglossum,HALASXXX,2020,9,B3N,7
Lasioglossum,HALASXXX,2020,9,B3S,10
Lasioglossum,HALASXXX,2020,9,B4N,6
Lasioglossum,HALASXXX,2020,9,B4S,27
Lasioglossum,HALASXXX,2020,9,B5N,5
Lasioglossum,HALASXXX,2020,9,B5S,8
Lasioglossum,HALASXXX,2020,9,C1N,8
Lasioglossum,HALASXXX,2020,9,C1S,2
Lasioglossum,HALASXXX,2020,9,C2N,9
Lasioglossum,HALASXXX,2020,9,C2S,1
Lasioglossum,HALASXXX,2020,9,C3S,5
Lasioglossum,HALASXXX,2020,9,C4S,1
Lasioglossum,HALASXXX,2020,9,C5N,6
Lasioglossum,HALASXXX,2020,9,C5S,2
Lasioglossum,HALASXXX,2020,9,G1N,17
Lasioglossum,HALASXXX,2020,9,G1S,28
Lasioglossum,HALASXXX,2020,9,G2N,7
Lasioglossum,HALASXXX,2020,9,G2S,4
Lasioglossum,HALASXXX,2020,9,G3N,9
Lasioglossum,HALASXXX,2020,9,G3S,15
Lasioglossum,HALASXXX,2020,9,G4N,7
Lasioglossum,HALASXXX,2020,9,G4S,25
Lasioglossum,HALASXXX,2020,9,G5N,8
Lasioglossum,HALASXXX,2020,9,G5S,39
Lasioglossum,HALASXXX,2020,10,B1S,2
Lasioglossum,HALASXXX,2020,10,B2S,5
Lasioglossum,HALASXXX,2020,10,B3N,1
Lasioglossum,HALASXXX,2020,10,B3S,2
Lasioglossum,HALASXXX,2020,10,B4N,2
Lasioglossum,HALASXXX,2020,10,B5N,1
Lasioglossum,HALASXXX,2020,10,B5S,4
Lasioglossum,HALASXXX,2020,10,C1N,1
Lasioglossum,HALASXXX,2020,10,C2N,1
Lasioglossum,HALASXXX,2020,10,C3S,2
Lasioglossum,HALASXXX,2020,10,G1N,11
Lasioglossum,HALASXXX,2020,10,G1S,3
Lasioglossum,HALASXXX,2020,10,G2N,2
Lasioglossum,HALASXXX,2020,10,G2S,1
Lasioglossum,HALASXXX,2020,10,G3N,1
Lasioglossum,HALASXXX,2020,10,G3S,4
Lasioglossum,HALASXXX,2020,10,G4N,6
Lasioglossum,HALASXXX,2020,10,G4S,4
Lasioglossum,HALASXXX,2020,10,G5N,2
Lasioglossum,HALASXXX,2020,10,G5S,3
Lasioglossum,HALASXXX,2021,3,B1N,5
Lasioglossum,HALASXXX,2021,3,B1S,2
Lasioglossum,HALASXXX,2021,3,B2N,5
Lasioglossum,HALASXXX,2021,3,B2S,2
Lasioglossum,HALASXXX,2021,3,B3S,4
Lasioglossum,HALASXXX,2021,3,B4N,6
Lasioglossum,HALASXXX,2021,3,B4S,9
Lasioglossum,HALASXXX,2021,3,B5N,6
Lasioglossum,HALASXXX,2021,3,B5S,4
Lasioglossum,HALASXXX,2021,3,C1N,1
Lasioglossum,HALASXXX,2021,3,C1S,8
Lasioglossum,HALASXXX,2021,3,C2N,4
Lasioglossum,HALASXXX,2021,3,C2S,5
Lasioglossum,HALASXXX,2021,3,C3N,1
Lasioglossum,HALASXXX,2021,3,C4S,1
Lasioglossum,HALASXXX,2021,3,C5S,2
Lasioglossum,HALASXXX,2021,3,G1N,2
Lasioglossum,HALASXXX,2021,3,G1S,2
Lasioglossum,HALASXXX,2021,3,G2N,2
Lasioglossum,HALASXXX,2021,3,G2S,6
Lasioglossum,HALASXXX,2021,3,G3N,3
Lasioglossum,HALASXXX,2021,3,G4N,3
Lasioglossum,HALASXXX,2021,3,G4S,1
Lasioglossum,HALASXXX,2021,3,G5N,6
Lasioglossum,HALASXXX,2021,3,G5S,4
Lasioglossum,HALASXXX,2021,4,B1N,6
Lasioglossum,HALASXXX,2021,4,B2S,6
Lasioglossum,HALASXXX,2021,4,B3N,1
Lasioglossum,HALASXXX,2021,4,B3S,6
Lasioglossum,HALASXXX,2021,4,B4N,5
Lasioglossum,HALASXXX,2021,4,B4S,6
Lasioglossum,HALASXXX,2021,4,B5S,7
Lasioglossum,HALASXXX,2021,4,C1N,1
Lasioglossum,HALASXXX,2021,4,C2N,1
Lasioglossum,HALASXXX,2021,4,C2S,2
Lasioglossum,HALASXXX,2021,4,C3N,1
Lasioglossum,HALASXXX,2021,4,C4N,2
Lasioglossum,HALASXXX,2021,4,C4S,5
Lasioglossum,HALASXXX,2021,4,C5N,2
Lasioglossum,HALASXXX,2021,4,C5S,1
Lasioglossum,HALASXXX,2021,4,G1N,6
Lasioglossum,HALASXXX,2021,4,G1S,2
Lasioglossum,HALASXXX,2021,4,G2N,8
Lasioglossum,HALASXXX,2021,4,G2S,31
Lasioglossum,HALASXXX,2021,4,G3N,55
Lasioglossum,HALASXXX,2021,4,G3S,31
Lasioglossum,HALASXXX,2021,4,G4N,67
Lasioglossum,HALASXXX,2021,4,G4S,15
Lasioglossum,HALASXXX,2021,4,G5N,31
Lasioglossum,HALASXXX,2021,4,G5S,23
Lasioglossum,HALASXXX,2021,5,B4N,1
Lasioglossum,HALASXXX,2021,5,B4S,2
Lasioglossum,HALASXXX,2021,5,C1N,2
Lasioglossum,HALASXXX,2021,5,C2N,1
Lasioglossum,HALASXXX,2021,5,G1N,6
Lasioglossum,HALASXXX,2021,5,G2S,10
Lasioglossum,HALASXXX,2021,5,G3N,19
Lasioglossum,HALASXXX,2021,5,G3S,2
Lasioglossum,HALASXXX,2021,5,G4N,10
Lasioglossum,HALASXXX,2021,5,G4S,1
Lasioglossum,HALASXXX,2021,5,G5N,7
Lasioglossum,HALASXXX,2021,6,B1N,3
Lasioglossum,HALASXXX,2021,6,B2N,1
Lasioglossum,HALASXXX,2021,6,B2S,2
Lasioglossum,HALASXXX,2021,6,B3S,4
Lasioglossum,HALASXXX,2021,6,B4S,1
Lasioglossum,HALASXXX,2021,6,B5N,3
Lasioglossum,HALASXXX,2021,6,C1N,1
Lasioglossum,HALASXXX,2021,6,C1S,2
Lasioglossum,HALASXXX,2021,6,C5S,1
Lasioglossum,HALASXXX,2021,6,G2S,2
Lasioglossum,HALASXXX,2021,6,G3N,1
Lasioglossum,HALASXXX,2021,6,G4N,1
Lasioglossum,HALASXXX,2021,7,B1N,7
Lasioglossum,HALASXXX,2021,7,B1S,1
Lasioglossum,HALASXXX,2021,7,B2N,2
Lasioglossum,HALASXXX,2021,7,B2S,6
Lasioglossum,HALASXXX,2021,7,B3N,4
Lasioglossum,HALASXXX,2021,7,B3S,5
Lasioglossum,HALASXXX,2021,7,B4S,5
Lasioglossum,HALASXXX,2021,7,B5N,11
Lasioglossum,HALASXXX,2021,7,B5S,13
Lasioglossum,HALASXXX,2021,7,C1N,91
Lasioglossum,HALASXXX,2021,7,C1S,4
Lasioglossum,HALASXXX,2021,7,C2N,145
Lasioglossum,HALASXXX,2021,7,C2S,4
Lasioglossum,HALASXXX,2021,7,C3N,27
Lasioglossum,HALASXXX,2021,7,C3S,48
Lasioglossum,HALASXXX,2021,7,C4N,98
Lasioglossum,HALASXXX,2021,7,C4S,6
Lasioglossum,HALASXXX,2021,7,C5N,239
Lasioglossum,HALASXXX,2021,7,C5S,29
Lasioglossum,HALASXXX,2021,7,G1N,16
Lasioglossum,HALASXXX,2021,7,G1S,80
Lasioglossum,HALASXXX,2021,7,G2N,8
Lasioglossum,HALASXXX,2021,7,G2S,14
Lasioglossum,HALASXXX,2021,7,G3N,9
Lasioglossum,HALASXXX,2021,7,G3S,11
